ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Variable Output Compressor,Registration Number
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,DXK24ZMA-S / DXC24ZMA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.9,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,2.16,5.2,7.1,,2.495139339,7.7,3.086,,2.14,8,Calorimeter Room,3.3792,3.6604,TRUE,,,6,6,0,0,,,,3.346997104,3.626750345,,,2.194,2.7535,2,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",75524,2018/10/24,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.3792,Available,,,TRUE,AAC0526
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,DXK21ZMA-S / DXC21ZMA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.5,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.76,4.8,6.3,,2.433656958,7.52,3.09,,1.79,7.1,Calorimeter Room,3.6929,3.8396,TRUE,,,6,6,0,0,,,,3.650384729,3.797248245,,,2.8008,3.0945,2.5,3,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",75525,2018/10/15,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.6929,Available,,,TRUE,AAC0518
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:1998/Amdt 3:2006,E32AWN-NV13/E32AWN-UV13,,,LG,7.5,Non Ducted,Single Split System,Wall Hung,Air,Air,South Korea,2.9,1.5,9,265,0,,,346,3.22,10,Calorimeter Room,3.1057,3.1676,TRUE,57.5,,1.77,1.77,4.272727273,4.071377073,,,,3.099403664,3.161786271,,,1.6988,1.8236,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",75537,2018/10/3,,Approved,Reverse Cycle,1190,Class 4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,3.1057,Available,,,TRUE,AAC0494
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,ASTG18CMCA/AOTG18CMCA,,,FUJITSU,1.78,Non Ducted,Single Split System,Wall Hung,Air,,China,1.22,3.22,5,270,0,,,295,,,Calorimeter Room,4.2368,,TRUE,62.5,,4.17,,5.443396226,0,,,,4.187891838,,,,3.8758,,3.5,,Calorimeter Room,Single,R32,"Australia,New Zealand",75566,2018/10/1,,Archived,Cooling Only,940,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.2368,Available,,,TRUE,AAC0486
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,ASTG24CMCA/AOTG24CMCA,,,FUJITSU,1.85,Non Ducted,Single Split System,Wall Hung,Air,,China,2.01,5.25,7.1,270,0,,,295,,,Calorimeter Room,3.6186,,TRUE,63.3,,4.17,,4.669327252,0,,,,3.593287097,,,,2.6866,,2.5,,Calorimeter Room,Single,R32,"Australia,New Zealand",75567,2018/9/30,,Archived,Cooling Only,940,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.6186,Available,,,TRUE,AAC0481
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.3:2002,APC035VA3A,,,Specialized Engineering,6.014,Ducted,Packaged,,Air,,Australia,9.906,27.094,33.108,,0,,,,,,Enthalpy Test Room,3.3422,,FALSE,,,90,,0,0,,,,3.242639713,,,,0,,0,,Enthalpy Test Room,Three,R410A,Australia,76108,2018/10/28,,Approved,Cooling Only,,Class 11,FALSE,,FALSE,,,,,3.3422,Available,,,FALSE,AAC0531
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.3:2002,APC030VA3A,,,Specialized Engineering,4.828,Ducted,Packaged,,Air,,Australia,8.818,25.33,30.158,,0,,,,,,Enthalpy Test Room,3.42,,FALSE,,,45,,0,0,,,,3.362058394,,,,0,,0,,Enthalpy Test Room,Three,R410A,Australia,76273,2018/10/23,,Approved,Cooling Only,,Class 11,FALSE,,FALSE,,,,,3.42,Available,,,FALSE,AAC0524
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK50ZMA-S / SRC50ZMA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.31,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.55,3.69,5,,2.403427513,5.189,2.159,,1.59,5.8,Calorimeter Room,3.185,3.6524,TRUE,50,,3.83,3.76,4.444262295,0,,,,3.159562739,3.623723151,,,1.8191,2.7474,1.5,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",76450,2018/11/17,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.185,Available,,,TRUE,AAC0560
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK50ZMXA-S / SRC50ZMXA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.01,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.3,4.99,5,,3.211794872,6.263,1.95,,1.36,6,Calorimeter Room,3.7936,4.4312,TRUE,53.32,,3,3,5.310756972,5.284109149,,,,3.764529831,4.398381466,,,3.0291,4.2968,3,4,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",76452,2019/2/15,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.7936,Available,,,TRUE,AAC0656
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK60ZMXA-S / SRC60ZMXA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.656,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.86,4.344,6,,2.449326999,6.187,2.526,,1.67,6.8,Calorimeter Room,3.2412,4.1017,TRUE,54.18,,3,3,4.963358779,5.193415638,,,,3.22375195,4.07708582,,,1.9475,3.6542,1.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",76454,2019/2/15,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.2412,Available,,,TRUE,AAC0655
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM1107CTP-E + RAV-SP1104AT-A,,,Toshiba,2.4,Non Ducted,Single Split System,Under ceiling,Air,Air,"Japan,Thailand",2.45,7.6,10,,0,,,,2.39,11.2,Enthalpy Test Room,3.9232,4.4691,TRUE,,,12.02,12.02,0,0,,,,3.860727667,4.396413455,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",76589,2018/11/12,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,,,,,3.9232,Available,,,TRUE,AAC0549
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM1407CTP-E + RAV-SP1404AT-A,,,Toshiba,3.4,Non Ducted,Single Split System,Under ceiling,Air,Air,"Thailand,Japan",3.9,9.1,12.5,,0,,,,3.62,14,Enthalpy Test Room,3.1029,3.7005,TRUE,50,,12.02,12.02,4.394561934,5.03032345,,,,3.071798752,3.66056894,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",76594,2018/11/17,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,,,,,3.1029,Available,,,TRUE,AAC0559
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM807CTP-E + RAV-SP804ATP-A,,,Toshiba,1.7,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,1.86,5.4,7.1,,0,,,,1.92,8,Enthalpy Test Room,3.6773,4.0506,TRUE,,,8.03,8.03,0,0,,,,3.625768242,3.994623491,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",76597,2018/11/1,,Approved,Reverse Cycle,,Class 4,FALSE,,FALSE,,,,,3.6773,Available,,,TRUE,AAC0535
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM1407CTP-E + RAV-SP1404AT8-A,,,Toshiba,3.4,Non Ducted,Single Split System,Under ceiling,Air,Air,"Thailand,Japan",3.72,9.1,12.5,,0,,,,3.56,14,Enthalpy Test Room,3.2815,3.7902,TRUE,,,18.03,18.03,0,0,,,,3.229313834,3.727992051,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",76639,2018/10/31,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,,,,,3.2815,Available,,,TRUE,AAC0534
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM1607CTP-E + RAV-SP1604AT8-A,,,Toshiba,4.2,Non Ducted,Single Split System,Under ceiling,Air,Air,"Thailand,Japan",4.24,9.7,13.9,,0,,,,4.31,16,Enthalpy Test Room,3.1348,3.7178,TRUE,50,,18.03,18.03,4.295428571,4.792535675,,,,3.09160777,3.6649276,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",76643,2018/11/17,,Approved,Reverse Cycle,,Class 5,FALSE,,FALSE,,,,,3.1348,Available,,,TRUE,AAC0556
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.3:2002,APC040VA3A,,,SPECIALIZED ENGINEERING,7.42,Ducted,Packaged,,Air,,Australia,11.73,31.33,38.75,,0,,,,,,Enthalpy Test Room,3.3051,,FALSE,,,79,,0,0,,,,3.231546349,,,,0,,0,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",76709,2018/10/25,,Approved,Cooling Only,,Class 11,FALSE,,FALSE,,,,,3.3051,Available,,,FALSE,AAC0528
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.3:2002,APC045VA3A,APH045VA3A,,SPECIALIZED ENGINEERING,8.65,Ducted,Packaged,,Air,Air,Australia,13.84,35,43.65,,0,,,,11.74,43.53,Enthalpy Test Room,3.1539,3.707,FALSE,,,80,80,0,0,,,,3.093462978,3.623588958,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",76726,2018/10/28,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.1539,Available,,,FALSE,AAC0530
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.3:2002,APH045VA3A,APH045VA3A,,SPECIALIZED ENGINEERING,8.65,Ducted,Packaged,,Air,Air,Australia,13.84,35,43.65,,0,,,,11.74,43.53,Enthalpy Test Room,3.1539,3.707,FALSE,,,80,80,0,0,,,,3.093462978,3.623588958,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",76726,2018/10/28,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.1539,Available,,,FALSE,AAC0530
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.2:2012,APC024VA3B,APH024VA3B,,SPECIALIZED ENGINEERING,5.74,Ducted,Packaged,,Air,Air,Australia,7,18.86,24.6,,0,,,,6.5,23.8,Enthalpy Test Room,3.781,3.6523,FALSE,,,89,89,0,0,,,,3.622495757,3.491145263,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",76872,2020/3/18,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.781,Available,,,FALSE,AAC1445
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.2:2012,APH024VA3B,APH024VA3B,,SPECIALIZED ENGINEERING,5.74,Ducted,Packaged,,Air,Air,Australia,7,18.86,24.6,,0,,,,6.5,23.8,Enthalpy Test Room,3.781,3.6523,FALSE,,,89,89,0,0,,,,3.622495757,3.491145263,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",76872,2020/3/18,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.781,Available,,,FALSE,AAC1445
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,DWAI-04HAB,,,DUNNAIR,1,Ducted,Packaged,,Cooling Tower,Cooling Tower,China,1.14,3.1,4.1,,0,,,,1.13,4.3,Enthalpy Test Room,3.6623,3.8028,TRUE,,,5,7,0,0,,,,3.60878209,3.724579441,,,0,0,0,0,Enthalpy Test Room,Single,R410A,Australia,77121,2019/5/1,,Approved,Reverse Cycle,,Class 6,FALSE,,FALSE,,,,,3.6623,Available,,,TRUE,AAC0858
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRD233C / SRM231E,SRD233C / SRV231E,,ACTRON AIR,4.393,Ducted,Single Split System,,Air,Air,Australia,6.76,18.607,23,,0,,,,6.91,23.5,Enthalpy Test Room,3.3245,3.3234,TRUE,100,,35.2,35.2,0,0,,,,3.265727207,3.26654376,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",77123,2018/11/20,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,TRUE,TRUE,TRUE,2020-070,3.3245,Available,,,FALSE,AAC0566
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRD233C / SRV231E,SRD233C / SRV231E,,ACTRON AIR,4.393,Ducted,Single Split System,,Air,Air,Australia,6.76,18.607,23,,0,,,,6.91,23.5,Enthalpy Test Room,3.3245,3.3234,TRUE,100,,35.2,35.2,0,0,,,,3.265727207,3.26654376,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",77123,2018/11/20,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,TRUE,TRUE,TRUE,2020-070,3.3245,Available,,,FALSE,AAC0566
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,HWP47,,,TEMPERZONE,0.73,Ducted,Packaged,,Cooling Tower,Cooling Tower,"New Zealand,Australia",1.22,3.68,4.41,,0,,,,1.13,4.38,Enthalpy Test Room,3.6148,3.8761,FALSE,,,3,3,0,0,,,,3.58495781,3.841633484,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",77213,2018/11/27,,Approved,Reverse Cycle,,Class 6,FALSE,,TRUE,,,,201000331,3.6148,Available,,,FALSE,AAC0571
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DXK18ZMA-S / DXC18ZMA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.31,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.55,3.69,5,,2.403427513,5.189,2.159,,1.59,5.8,Calorimeter Room,3.185,3.6524,TRUE,50,,3.83,3.76,4.444262295,0,,,,3.159562739,3.623723151,,,1.8191,2.7474,1.5,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",77444,2018/12/18,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.185,Available,,,TRUE,AAC0583
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,OPA280RKT-P,,,TEMPERZONE,4.43,Ducted,Packaged,,Air,Air,"Australia,New Zealand",8.13,22.14,26.57,,0,,,,7.37,26.14,Enthalpy Test Room,3.2681,3.5468,FALSE,,,8.256,5.998,0,0,,,,3.256963533,3.537081668,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",77455,2018/12/3,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,201000331,3.2681,Available,,,FALSE,AAC0574
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,OPA280RKTG-P,,,TEMPERZONE,4.68,Ducted,Packaged,,Air,Air,"Australia,New Zealand",8.49,21.9,26.58,,0,,,,7.28,25.75,Enthalpy Test Room,3.1307,3.5371,TRUE,100,,8.256,5.998,0,0,,,,3.12048551,3.527265234,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",77461,2018/12/2,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,201000331,3.1307,Available,,,TRUE,AAC0573
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRC233C / SRA231A,SRC233C / SRA231A,,ACTRON AIR,4.95,Ducted,Single Split System,,Air,,Australia,6.136,17.15,22.1,,0,,,,,,Enthalpy Test Room,3.5186,,FALSE,,,5.2,,0,0,,,,3.508529024,,,,0,,0,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",77644,2019/2/20,,Approved,Cooling Only,,Class 11,FALSE,,TRUE,,,,2020-069,3.5186,Available,,,FALSE,AAC0675
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRC203C / SRA201A,,,ACTRON AIR,4.166,Ducted,Single Split System,,Air,,Australia,5.421,14.434,18.6,,0,,,,,,Enthalpy Test Room,3.3485,,FALSE,,,7.2,,0,0,,,,3.33349494,,,,0,,0,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",77645,2019/2/25,,Approved,Cooling Only,,Class 7,FALSE,,TRUE,,,,2020-069,3.3485,Available,,,FALSE,AAC0684
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRC173C / SRA171A,,,ACTRON AIR,3.741,Ducted,Single Split System,,Air,,Australia,4.518,12.959,16.7,,0,,,,,,Enthalpy Test Room,3.6069,,FALSE,,,7.2,,0,0,,,,3.587581368,,,,0,,0,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",77646,2019/2/20,,Approved,Cooling Only,,Class 7,FALSE,,TRUE,,,,2020-069,3.6069,Available,,,FALSE,AAC0674
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRC171C / SRA171A,,,ACTRON AIR,3.779,Ducted,Single Split System,,Air,,Australia,4.701,12.722,16.501,,0,,,,,,Enthalpy Test Room,3.4299,,FALSE,,,8.8,,0,0,,,,3.408343381,,,,0,,0,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",77647,2019/2/20,,Approved,Cooling Only,,Class 7,FALSE,,TRUE,,,,2020-069,3.4299,Available,,,FALSE,AAC0659
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRC153C / SRA151A,,,ACTRON AIR,2.117,Ducted,Single Split System,,Air,,Australia,4.015,12.383,14.5,,0,,,,,,Enthalpy Test Room,3.527,,FALSE,,,7.2,,0,0,,,,3.505774216,,,,0,,0,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",77648,2019/2/20,,Approved,Cooling Only,,Class 7,FALSE,,TRUE,,,,2020-069,3.527,Available,,,FALSE,AAC0673
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRC151C / SRA151A,,,ACTRON AIR,3.004,Ducted,Single Split System,,Air,,Australia,4.144,11.796,14.8,,0,,,,,,Enthalpy Test Room,3.4877,,FALSE,,,8.8,,0,0,,,,3.462838162,,,,0,,0,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",77649,2019/2/20,,Approved,Cooling Only,,Class 7,FALSE,,TRUE,,,,2020-069,3.4877,Available,,,FALSE,AAC0672
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SRC133C / SRA131A,,,ACTRON AIR,2.062,Ducted,Single Split System,,Air,,Australia,3.172,10.138,12.2,,0,,,,,,Enthalpy Test Room,3.7541,,FALSE,,,7.2,,0,0,,,,3.725515715,,,,0,,0,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",77650,2019/2/25,,Approved,Cooling Only,,Class 7,FALSE,,TRUE,,,,2020-069,3.7541,Available,,,FALSE,AAC0685
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK20ZMA-S / SRC20ZMA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.052,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.44,1.948,2,,2.807692308,3.431,1.222,,0.62,2.7,Calorimeter Room,4.532,4.4279,TRUE,,,3.29,3.49,0,0,,,,4.42342307,4.346634283,,,4.3468,4.1933,4,4,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",77668,2019/1/14,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.532,Available,,,TRUE,AAC0613
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RINV25R-A,,,RINNAI,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.68,2.3,2.5,880,0,,,205,0.69,2.7,Calorimeter Room,3.829,4.0058,TRUE,,,0.07,0.07,0,0,,,,3.827572259,4.004404845,,,3.1551,3.5088,3,3.5,Calorimeter Room,Single,R410A,Australia,77669,2019/1/10,,Approved,Reverse Cycle,286,Class 3,FALSE,,FALSE,,,,,3.829,Available,,,TRUE,AAC0602
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK25ZMA-S / SRC25ZMA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.398,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.58,2.102,2.5,,2.881275441,4.247,1.474,,0.7,3.2,Calorimeter Room,4.4465,4.7286,TRUE,,,3.64,3.75,0,0,,,,4.355539768,4.644473287,,,4.2111,4.7889,4,4.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",77670,2019/1/15,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.4465,Available,,,TRUE,AAC0616
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK35ZMA-S / SRC35ZMA-S,,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.41,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.87,2.89,3.3,,3.119565217,4.305,1.38,,0.96,4,Calorimeter Room,3.8352,4.3226,TRUE,,,3.29,3.62,0,0,,,,3.787675275,4.266872073,,,3.0754,4.0337,3,4,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",77672,2019/1/15,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.8352,Available,,,TRUE,AAC0615
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RINV35R-A,,,RINNAI,0.42,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.93,2.97,3.39,880,0,,,205,0.96,3.55,Calorimeter Room,3.5753,3.7459,TRUE,87.5,,0.03,0.03,4.306748466,0,,,,3.57487904,3.745548985,,,2.6498,2.9911,2.5,2.5,Calorimeter Room,Single,R410A,Australia,77731,2019/1/10,,Approved,Reverse Cycle,286,Class 3,FALSE,,FALSE,,,,,3.5753,Available,,,TRUE,AAC0601
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RINV70R-A,,,RINNAI,1.15,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.05,5.85,7,1185,0,,,235,1.9,6.4,Calorimeter Room,3.2719,3.4364,TRUE,,,0.08,0.08,0,0,,,,3.271470353,3.435960327,,,2.0429,2.3719,2,2,Calorimeter Room,Single,R410A,Australia,77734,2019/1/13,,Approved,Reverse Cycle,322,Class 4,FALSE,,FALSE,,,,,3.2719,Available,,,TRUE,AAC0611
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,AM080FXVAGH,,,SAMSUNG ELECTRONICS,0,Ducted,Multiple split - VRF,,Air,Air,South Korea,5.84,22.4,22.4,,0,,,,5.94,25.2,Calorimeter Room,3.6243,3.8775,TRUE,80.03,,59.41,64.02,4.603174603,3.913043478,,,,3.505026323,3.747132941,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",78011,2019/2/12,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,FALSE,FALSE,FALSE,,3.6243,Available,,,TRUE,AAC0651
