,ApplStandard,N-Standard,Model_No,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration3_Sink,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,H2_COP,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,outdoortype,Phase,Refrigerant,Type,Demand Response 1,EER,Registration Number
60,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRD233C / SRM231E,ACTRON AIR,4.393,Ducted,Single Split System,Air,Australia,6.76,18.607,23.0,0.0,6.91,23.5,Enthalpy Test Room,3.3245,3.3234,True,35.2,35.2,0.0,0.0,3.26572720723,3.26654376036,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3245,AAC0566
61,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRD233C / SRV231E,ACTRON AIR,4.393,Ducted,Single Split System,Air,Australia,6.76,18.607,23.0,0.0,6.91,23.5,Enthalpy Test Room,3.3245,3.3234,True,35.2,35.2,0.0,0.0,3.26572720723,3.26654376036,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3245,AAC0566
62,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,HWP47,TEMPERZONE,0.73,Ducted,Packaged,Cooling Tower,"New Zealand,Australia",1.22,3.68,4.41,0.0,1.13,4.38,Enthalpy Test Room,3.6148,3.8761,False,3.0,3.0,0.0,0.0,3.58495780968,3.84163348361,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.6148,AAC0571
63,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,DXK18ZMA-S / DXC18ZMA-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",1.31,Non Ducted,Single Split System,Air,Thailand,1.55,3.69,5.0,2.40342751274,1.59,5.8,Calorimeter Room,3.185,3.6524,True,3.83,3.76,4.44426229508,0.0,3.15956273926,3.62372315125,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.185,AAC0583
64,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,OPA280RKT-P,TEMPERZONE,4.43,Ducted,Packaged,Air,"Australia,New Zealand",8.13,22.14,26.57,0.0,7.37,26.14,Enthalpy Test Room,3.2681,3.5468,False,8.256,5.998,0.0,0.0,3.25696353268,3.53708166817,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2681,AAC0574
65,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,OPA280RKTG-P,TEMPERZONE,4.68,Ducted,Packaged,Air,"Australia,New Zealand",8.49,21.9,26.58,0.0,7.28,25.75,Enthalpy Test Room,3.1307,3.5371,True,8.256,5.998,0.0,0.0,3.12048550979,3.52726523425,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1307,AAC0573
66,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRC233C / SRA231A,ACTRON AIR,4.95,Ducted,Single Split System,Air,Australia,6.136,17.15,22.1,0.0,,,Enthalpy Test Room,3.5186,,False,5.2,,0.0,0.0,3.50852902442,,Enthalpy Test Room,Three,R410A,Cooling Only,False,3.5186,AAC0675
67,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRC203C / SRA201A,ACTRON AIR,4.166,Ducted,Single Split System,Air,Australia,5.421,14.434,18.6,0.0,,,Enthalpy Test Room,3.3485,,False,7.2,,0.0,0.0,3.33349493952,,Enthalpy Test Room,Three,R410A,Cooling Only,False,3.3485,AAC0684
68,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRC173C / SRA171A,ACTRON AIR,3.741,Ducted,Single Split System,Air,Australia,4.518,12.959,16.7,0.0,,,Enthalpy Test Room,3.6069,,False,7.2,,0.0,0.0,3.58758136782,,Enthalpy Test Room,Three,R410A,Cooling Only,False,3.6069,AAC0674
69,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRC171C / SRA171A,ACTRON AIR,3.779,Ducted,Single Split System,Air,Australia,4.701,12.722,16.501,0.0,,,Enthalpy Test Room,3.4299,,False,8.8,,0.0,0.0,3.40834338108,,Enthalpy Test Room,Single,R410A,Cooling Only,False,3.4299,AAC0659
70,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRC153C / SRA151A,ACTRON AIR,2.117,Ducted,Single Split System,Air,Australia,4.015,12.383,14.5,0.0,,,Enthalpy Test Room,3.527,,False,7.2,,0.0,0.0,3.50577421636,,Enthalpy Test Room,Three,R410A,Cooling Only,False,3.527,AAC0673
71,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRC151C / SRA151A,ACTRON AIR,3.004,Ducted,Single Split System,Air,Australia,4.144,11.796,14.8,0.0,,,Enthalpy Test Room,3.4877,,False,8.8,,0.0,0.0,3.46283816161,,Enthalpy Test Room,Single,R410A,Cooling Only,False,3.4877,AAC0672
72,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SRC133C / SRA131A,ACTRON AIR,2.062,Ducted,Single Split System,Air,Australia,3.172,10.138,12.2,0.0,,,Enthalpy Test Room,3.7541,,False,7.2,,0.0,0.0,3.72551571549,,Enthalpy Test Room,Three,R410A,Cooling Only,False,3.7541,AAC0685
73,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,SRK20ZMA-S / SRC20ZMA-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.052,Non Ducted,Single Split System,Air,Thailand,0.44,1.948,2.0,2.80769230769,0.62,2.7,Calorimeter Room,4.532,4.4279,True,3.29,3.49,0.0,0.0,4.42342307014,4.34663428315,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.532,AAC0613
74,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RINV25R-A,RINNAI,0.2,Non Ducted,Single Split System,Air,China,0.68,2.3,2.5,0.0,0.69,2.7,Calorimeter Room,3.829,4.0058,True,0.07,0.07,0.0,0.0,3.82757225948,4.00440484533,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.829,AAC0602
75,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,SRK25ZMA-S / SRC25ZMA-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.398,Non Ducted,Single Split System,Air,Thailand,0.58,2.102,2.5,2.88127544098,0.7,3.2,Calorimeter Room,4.4465,4.7286,True,3.64,3.75,0.0,0.0,4.35553976762,4.64447328726,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.4465,AAC0616
76,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,SRK35ZMA-S / SRC35ZMA-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.41,Non Ducted,Single Split System,Air,Thailand,0.87,2.89,3.3,3.11956521739,0.96,4.0,Calorimeter Room,3.8352,4.3226,True,3.29,3.62,0.0,0.0,3.78767527473,4.26687207272,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.8352,AAC0615
77,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RINV35R-A,RINNAI,0.42,Non Ducted,Single Split System,Air,China,0.93,2.97,3.39,0.0,0.96,3.55,Calorimeter Room,3.5753,3.7459,True,0.03,0.03,4.30674846626,0.0,3.57487904007,3.74554898509,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.5753,AAC0601
78,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RINV70R-A,RINNAI,1.15,Non Ducted,Single Split System,Air,China,2.05,5.85,7.0,0.0,1.9,6.4,Calorimeter Room,3.2719,3.4364,True,0.08,0.08,0.0,0.0,3.27147035342,3.4359603275,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2719,AAC0611
79,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM080FXVAGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,5.84,22.4,22.4,0.0,5.94,25.2,Calorimeter Room,3.6243,3.8775,True,59.41,64.02,4.60317460317,3.91304347826,3.50502632309,3.74713294147,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.6243,AAC0651
80,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM100FXVAGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,7.85,28.0,28.0,0.0,7.75,31.5,Calorimeter Room,3.3096,3.6948,True,59.41,64.02,4.19590643275,3.8038277512,3.22962309827,3.59867786826,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3096,AAC0657
81,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM120FXVAGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,9.66,33.6,33.6,0.0,9.96,37.8,Calorimeter Room,3.3056,3.7267,True,59.41,64.02,3.92201834862,3.56472795497,3.23851964439,3.64510646127,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3056,AAC0658
82,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM140FXVAGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,10.37,40.0,40.0,0.0,10.97,45.0,Calorimeter Room,3.5343,3.7435,True,61.41,66.02,4.04572564612,3.81112984823,3.4677935963,3.67195838134,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.5343,AAC0691
83,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM160FXVAGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,12.51,45.0,45.0,0.0,13.01,50.0,Calorimeter Room,3.3266,3.7604,True,104.82,108.05,4.125,3.65356622999,3.23752027945,3.65773923849,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3266,AAC0670
84,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM180FXVAGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,14.6,50.4,50.4,0.0,13.62,56.7,Calorimeter Room,3.4756,3.8118,True,104.82,108.05,4.06497622821,3.92561983471,3.39092548684,3.71600188257,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.4756,AAC0683
85,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM200FXVAGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,16.95,56.0,56.0,0.0,15.66,63.0,Calorimeter Room,3.3158,3.6882,True,104.82,108.05,3.35287221571,3.85836385836,3.24506704421,3.60756190593,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3158,AAC0669
86,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM220FXVAGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,19.33,61.6,61.6,0.0,18.68,69.3,Calorimeter Room,3.0814,3.4146,True,104.82,108.05,3.90897755611,3.55897435897,3.02544585218,3.35144187059,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.0814,AAC0642
87,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,PEA-RP125GAA / PUHZ-RP125YKA2,MITSUBISHI ELECTRIC,1.0,Ducted,Single Split System,Air,"Japan,Thailand",3.97,11.5,12.5,0.0,3.27,14.0,Enthalpy Test Room,3.267,4.2994,True,73.25,71.46,4.16932153392,0.0,3.0750536657,4.00338152026,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.267,AAC0596
88,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM080FXVAGR,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,5.84,22.4,22.4,0.0,5.94,25.2,Calorimeter Room,3.6125,3.9489,True,59.41,64.02,4.54183266932,3.90092879257,3.49424169901,3.81432512488,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.6125,AAC0643
89,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM100FXVAGR,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,7.85,28.0,28.0,0.0,7.75,31.5,Calorimeter Room,3.2627,3.7078,True,59.41,64.02,4.1788856305,3.77088305489,3.18487155606,3.61132350655,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.2627,AAC0690
90,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM120FXVAGR,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,9.66,33.6,33.6,0.0,9.96,37.8,Calorimeter Room,3.2382,3.4859,True,59.41,3.238,3.90410958904,3.5393258427,3.17373699065,3.48219933259,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.2382,AAC0689
91,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,PEA-RP125GAA / PUHZ-RP125VKA2,MITSUBISHI ELECTRIC,1.0,Ducted,Single Split System,Air,"Thailand,Japan",3.97,11.5,12.5,0.0,3.27,14.0,Enthalpy Test Room,3.267,4.2994,True,64.91,63.25,4.16932153392,0.0,3.09576456306,4.03530677901,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.267,AAC0605
92,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,PEA-RP140GAA / PUHZ-RP140YKA2,MITSUBISHI ELECTRIC,1.35,Ducted,Single Split System,Air,"Thailand,Japan",4.19,12.15,13.5,0.0,3.9,16.0,Enthalpy Test Room,3.2259,4.1436,True,73.25,71.46,4.09333333333,0.0,3.04599506597,3.90193509904,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2259,AAC0595
93,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM140FXVAGR,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,10.37,40.0,40.0,0.0,10.97,45.0,Calorimeter Room,3.7828,3.7398,True,61.41,66.02,4.03168316832,3.80067567568,3.70679534364,3.6685842313,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.7828,AAC0688
94,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,PEA-RP140GAA / PUHZ-RP140VKA2,MITSUBISHI ELECTRIC,1.35,Ducted,Single Split System,Air,"Japan,Thailand",4.19,12.15,13.5,0.0,3.9,16.0,Enthalpy Test Room,3.2259,4.1436,True,64.91,63.25,4.09333333333,0.0,3.06545482615,3.92825585197,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.2259,AAC0604
95,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM160FXVAGR,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,12.51,45.0,45.0,0.0,13.01,50.0,Calorimeter Room,3.3767,3.5921,True,104.82,108.05,4.13357400722,3.63372093023,3.28653609155,3.49556965252,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3767,AAC0668
96,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM180FXVAGR,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,14.6,50.4,50.4,0.0,13.62,56.7,Calorimeter Room,3.1901,3.9499,True,104.82,108.05,4.05213270142,3.90646492435,3.11657832428,3.8471381903,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.1901,AAC0667
97,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM200FXVAGR,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,16.95,56.0,56.0,0.0,15.66,63.0,Calorimeter Room,3.0493,3.7102,True,104.82,108.05,4.00280898876,3.83211678832,2.98948370349,3.62822130335,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.0493,AAC0666
98,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM220FXVAGR,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,19.33,61.6,61.6,0.0,18.68,69.3,Calorimeter Room,2.97,3.3855,True,104.82,108.05,3.90897755611,3.55897435897,2.91806359609,3.32322022912,Calorimeter Room,Three,R410A,Reverse Cycle,False,2.97,AAC0665
99,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM040FXMDEH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,3.25,12.1,12.1,0.0,3.38,13.5,Calorimeter Room,3.6201,4.1046,True,10.32,10.32,4.17239010989,5.44785276074,3.58284406038,4.0621052337,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.6201,AAC0676
100,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM040FXMDGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,3.25,12.1,12.1,0.0,3.38,13.5,Calorimeter Room,3.5677,4.078,True,10.32,10.32,4.16964285714,5.41577335375,3.53153523379,4.03594019388,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.5677,AAC0682
101,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM050FXMDEH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,4.16,14.0,14.0,0.0,4.09,16.0,Calorimeter Room,3.2679,3.7759,True,10.32,10.32,3.68418201517,4.63004750594,3.24073950526,3.7434653608,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2679,AAC0681
102,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM050FXMDGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,4.16,14.0,14.0,0.0,4.09,16.0,Calorimeter Room,3.2145,3.8169,True,10.32,10.32,3.62567713976,4.67973856209,3.18775361515,3.78415366752,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.2145,AAC0680
103,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM060FXMDEH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,4.79,15.5,15.5,0.0,4.87,18.0,Calorimeter Room,3.1385,3.4869,True,10.32,10.32,3.49792722248,4.40933929459,3.11591346772,3.46239620067,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.1385,AAC0696
104,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM060FXMDGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,4.79,15.5,15.5,0.0,4.87,18.0,Calorimeter Room,3.1098,3.5662,True,10.32,10.32,3.21343028229,4.50910931174,3.08733778759,3.54063215168,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.1098,AAC0679
105,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM080FXMDGH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,South Korea,6.56,22.4,22.4,0.0,5.72,25.0,Calorimeter Room,3.4317,4.1455,True,57.41,62.02,4.90646258503,5.04088307441,3.3312496123,4.00222467488,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.4317,AAC0677
106,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RJ050F2HXEA,SAMSUNG ELECTRONICS,0.3,Non Ducted,Multiple split - Fixed head,Air,China,1.43,4.7,5.0,0.0,1.36,5.7,Calorimeter Room,3.5098,4.2022,True,3.3136,3.3136,0.0,0.0,3.4833581131,4.16788224429,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.5098,AAC0637
107,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RJ060F3HXEA,SAMSUNG ELECTRONICS,0.22,Non Ducted,Multiple split - Fixed head,Air,China,1.6,5.68,5.9,0.0,1.4,6.3,Calorimeter Room,3.706,4.3721,True,3.3136,3.3136,0.0,0.0,3.68064877319,4.33826589602,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.706,AAC0638
108,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RJ070F4HXEA,SAMSUNG ELECTRONICS,0.04,Non Ducted,Multiple split - Fixed head,Air,China,1.9,6.96,7.0,0.0,2.0,8.6,Calorimeter Room,3.6259,4.3177,True,4.9704,4.9704,0.0,0.0,3.59498689495,4.2829049336,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.6259,AAC0636
109,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RJ080F4HXEA,SAMSUNG ELECTRONICS,0.22,Non Ducted,Multiple split - Fixed head,Air,China,2.3,7.78,8.0,0.0,2.2,9.3,Calorimeter Room,3.3413,4.3093,True,4.9704,4.9704,0.0,0.0,3.31757960977,4.27534204854,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.3413,AAC0635
110,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RJ100F5HXEA,SAMSUNG ELECTRONICS,0.75,Non Ducted,Multiple split - Fixed head,Air,"South Korea,China",2.9,9.25,10.0,0.0,2.93,12.0,Calorimeter Room,3.5409,4.1875,True,7.4556,7.4556,0.0,0.0,3.51010283868,4.15145933255,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.5409,AAC0634
111,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,ICE(RC)-140NW,ICE Solair,2.639,Ducted,Single Split System,Air,China,4.2,11.361,14.0,0.0,4.6,16.0,Enthalpy Test Room,3.2411,3.412,False,5.0,5.0,0.0,0.0,3.22825754546,3.39941920129,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2411,AAC0641
112,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RAS-M18UAV-E + (RAS-M16SKV-E + RAS-M13SKV-E),Toshiba,0.4,Non Ducted,Multiple split - Fixed head,Air,"Japan,Thailand",1.44,4.8,5.2,0.0,1.19,5.6,Calorimeter Room,3.5491,4.5766,True,14.02,14.02,0.0,0.0,3.44086691564,4.40559336909,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.5491,AAC0630
113,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RAS-3M26UAV-E + (RAS-M16SKV-E x 2 / RAS-M13SKV-E),Toshiba,0.3,Non Ducted,Multiple split - Fixed head,Air,"Thailand,Japan",2.0,7.2,7.5,0.0,2.2,9.0,Calorimeter Room,3.8446,4.2514,True,17.04,17.04,0.0,0.0,3.73797552093,4.13876512057,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.8446,AAC0614
114,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,RAS-4M27UAV-E + (RAS-M13SKV-E x 4),Toshiba,0.01,Non Ducted,Multiple split - Fixed head,Air,"Japan,Thailand",2.29,7.99,8.0,0.0,1.93,9.0,Calorimeter Room,3.4759,4.3391,True,16.04,16.04,0.0,0.0,3.39468282202,4.22569461452,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.4759,AAC0619
115,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:1998/Amdt 3:2006,DXK09ZMA-S / DXC09ZMA-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.398,Non Ducted,Single Split System,Air,Thailand,0.58,2.102,2.5,2.88127544098,0.7,3.2,Calorimeter Room,4.4465,4.7286,True,3.64,3.75,0.0,0.0,4.35553976762,4.64447328726,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.4465,AAC0618
